report_id,company_inn,event_type,item_index,external_id,event_date,end_date,active,status,amount,title,authority,form,details_json
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,7,407784/24/16058-ИП,2024-07-18T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""407784/24/16058-ИП"",""date"":{""$date"":""2024-07-18T21:00:00.000Z""},""amount"":""500""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,8,407961/24/16058-ИП,2024-07-18T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""407961/24/16058-ИП"",""date"":{""$date"":""2024-07-18T21:00:00.000Z""},""amount"":""500""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,9,412779/24/16058-ИП,2024-07-21T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""412779/24/16058-ИП"",""date"":{""$date"":""2024-07-21T21:00:00.000Z""},""amount"":""500""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,10,426322/24/16058-ИП,2024-07-25T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""426322/24/16058-ИП"",""date"":{""$date"":""2024-07-25T21:00:00.000Z""},""amount"":""500""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,11,420573/24/16058-ИП,2024-07-28T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""420573/24/16058-ИП"",""date"":{""$date"":""2024-07-28T21:00:00.000Z""},""amount"":""500""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,12,622422/25/16058-ИП,2025-12-02T21:00:00.000Z,,False,,10000,,,,"{""active"":false,""number"":""622422/25/16058-ИП"",""date"":{""$date"":""2025-12-02T21:00:00.000Z""},""amount"":""10000""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,13,30953/26/16058-ИП,2026-01-19T21:00:00.000Z,,False,,750,,,,"{""active"":false,""number"":""30953/26/16058-ИП"",""date"":{""$date"":""2026-01-19T21:00:00.000Z""},""amount"":""750""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,14,55554/26/16058-ИП,2026-01-29T21:00:00.000Z,,False,,750,,,,"{""active"":false,""number"":""55554/26/16058-ИП"",""date"":{""$date"":""2026-01-29T21:00:00.000Z""},""amount"":""750""}"
3e1a38f8-86a9-57d8-ac93-4e0919ba9bec,1660266560,execution,15,63027/26/16058-ИП,2026-02-02T21:00:00.000Z,,True,,,,,,"{""active"":true,""number"":""63027/26/16058-ИП"",""date"":{""$date"":""2026-02-02T21:00:00.000Z""}}"
ed1c6e84-d967-593b-9b4e-d28688af74ef,7103029029,inspection,0,71230917140108466948,2023-11-17,2023-11-17,,InspectionsViolationNotDetected,,,МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ТУЛЬСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""71230917140108466948"",""form"":""Объявление предостережения"",""authorityName"":""МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ТУЛЬСКОЙ ОБЛАСТИ"",""startDate"":""2023-11-17"",""endDate"":""2023-11-17"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
ed1c6e84-d967-593b-9b4e-d28688af74ef,7103029029,inspection,1,71240917140109379554,2024-02-07,2024-02-07,,InspectionsViolationNotDetected,,,МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ТУЛЬСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""71240917140109379554"",""form"":""Объявление предостережения"",""authorityName"":""МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ТУЛЬСКОЙ ОБЛАСТИ"",""startDate"":""2024-02-07"",""endDate"":""2024-02-07"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
ed1c6e84-d967-593b-9b4e-d28688af74ef,7103029029,inspection,2,71240021000209463232,2024-02-12,,,InspectionsViolationNotDetected,,,Приокское межрегиональное управление Федеральной службы по надзору в сфере природопользования,Объявление предостережения,"{""erpId"":""71240021000209463232"",""form"":""Объявление предостережения"",""authorityName"":""Приокское межрегиональное управление Федеральной службы по надзору в сфере природопользования"",""startDate"":""2024-02-12"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
ed1c6e84-d967-593b-9b4e-d28688af74ef,7103029029,inspection,3,77250721000118542777,2025-07-08,,,InspectionsViolationNotDetected,,,Московско-Окское территориальное управление Федерального агентства по рыболовству,Объявление предостережения,"{""erpId"":""77250721000118542777"",""form"":""Объявление предостережения"",""authorityName"":""Московско-Окское территориальное управление Федерального агентства по рыболовству"",""startDate"":""2025-07-08"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
9a8fa64d-c16e-5d29-8118-3faf18595470,9703030189,execution,0,323514/26/77053-ИП,2026-05-07T21:00:00.000Z,,False,,950,,,,"{""active"":false,""number"":""323514/26/77053-ИП"",""date"":{""$date"":""2026-05-07T21:00:00.000Z""},""amount"":""950""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,0,52088/19/37030-ИП,2019-04-22T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""52088/19/37030-ИП"",""date"":{""$date"":""2019-04-22T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,1,6336/21/37030-ИП,2021-01-24T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""6336/21/37030-ИП"",""date"":{""$date"":""2021-01-24T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,2,11970/19/37030-ИП,2019-01-20T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""11970/19/37030-ИП"",""date"":{""$date"":""2019-01-20T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,3,45216/21/37008-ИП,2021-08-24T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""45216/21/37008-ИП"",""date"":{""$date"":""2021-08-24T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,4,53712/18/37030-ИП,2018-07-30T21:00:00.000Z,,False,,2000,,,,"{""active"":false,""number"":""53712/18/37030-ИП"",""date"":{""$date"":""2018-07-30T21:00:00.000Z""},""amount"":""2000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,5,26775/21/37008-ИП,2021-05-05T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""26775/21/37008-ИП"",""date"":{""$date"":""2021-05-05T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,6,315/17/37008-ИП,2017-01-11T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""315/17/37008-ИП"",""date"":{""$date"":""2017-01-11T21:00:00.000Z""},""amount"":""500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,7,49685/20/37008-ИП,2020-12-24T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""49685/20/37008-ИП"",""date"":{""$date"":""2020-12-24T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,8,10579/17/37030-ИП,2017-05-11T21:00:00.000Z,,False,,10500,,,,"{""active"":false,""number"":""10579/17/37030-ИП"",""date"":{""$date"":""2017-05-11T21:00:00.000Z""},""amount"":""10500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,9,14883/21/37008-ИП,2021-03-14T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""14883/21/37008-ИП"",""date"":{""$date"":""2021-03-14T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,10,1229/21/37008-ИП,2021-01-17T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""1229/21/37008-ИП"",""date"":{""$date"":""2021-01-17T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,11,52103/19/37030-ИП,2019-04-22T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""52103/19/37030-ИП"",""date"":{""$date"":""2019-04-22T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,12,13650/17/37030-ИП,2017-05-30T21:00:00.000Z,,False,,10500,,,,"{""active"":false,""number"":""13650/17/37030-ИП"",""date"":{""$date"":""2017-05-30T21:00:00.000Z""},""amount"":""10500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,13,6338/21/37030-ИП,2021-01-24T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""6338/21/37030-ИП"",""date"":{""$date"":""2021-01-24T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,14,109462/18/78026-ИП,2018-11-18T21:00:00.000Z,,False,,35.29,,,,"{""active"":false,""number"":""109462/18/78026-ИП"",""date"":{""$date"":""2018-11-18T21:00:00.000Z""},""amount"":""35.29""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,15,41457/19/78026-ИП,2018-11-18T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""41457/19/78026-ИП"",""date"":{""$date"":""2018-11-18T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,16,48236/16/37008-ИП,2016-12-15T21:00:00.000Z,,False,,1500,,,,"{""active"":false,""number"":""48236/16/37008-ИП"",""date"":{""$date"":""2016-12-15T21:00:00.000Z""},""amount"":""1500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,17,57998/22/37008-ИП,2022-10-16T21:00:00.000Z,,False,,5014088.2,,,,"{""active"":false,""number"":""57998/22/37008-ИП"",""date"":{""$date"":""2022-10-16T21:00:00.000Z""},""amount"":""5014088.2""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,18,1382/24/37030-ИП,2024-01-09T21:00:00.000Z,,False,,250,,,,"{""active"":false,""number"":""1382/24/37030-ИП"",""date"":{""$date"":""2024-01-09T21:00:00.000Z""},""amount"":""250""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,19,252984/24/37030-ИП,2024-09-16T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""252984/24/37030-ИП"",""date"":{""$date"":""2024-09-16T21:00:00.000Z""},""amount"":""500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,20,259052/24/37030-ИП,2024-09-22T21:00:00.000Z,,False,,9500,,,,"{""active"":false,""number"":""259052/24/37030-ИП"",""date"":{""$date"":""2024-09-22T21:00:00.000Z""},""amount"":""9500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,21,265518/24/37030-ИП,2024-09-30T21:00:00.000Z,,False,,500,,,,"{""active"":false,""number"":""265518/24/37030-ИП"",""date"":{""$date"":""2024-09-30T21:00:00.000Z""},""amount"":""500""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,22,282760/24/37030-ИП,2024-10-09T21:00:00.000Z,,False,,9000,,,,"{""active"":false,""number"":""282760/24/37030-ИП"",""date"":{""$date"":""2024-10-09T21:00:00.000Z""},""amount"":""9000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,23,289779/24/37030-ИП,2024-10-21T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""289779/24/37030-ИП"",""date"":{""$date"":""2024-10-21T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,24,91245/25/37008-ИП,2025-07-24T21:00:00.000Z,,False,,9000,,,,"{""active"":false,""number"":""91245/25/37008-ИП"",""date"":{""$date"":""2025-07-24T21:00:00.000Z""},""amount"":""9000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,25,94033/25/37008-ИП,2025-07-31T21:00:00.000Z,,False,,18006,,,,"{""active"":false,""number"":""94033/25/37008-ИП"",""date"":{""$date"":""2025-07-31T21:00:00.000Z""},""amount"":""18006""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,26,102693/25/37008-ИП,2025-08-11T21:00:00.000Z,,False,,10000,,,,"{""active"":false,""number"":""102693/25/37008-ИП"",""date"":{""$date"":""2025-08-11T21:00:00.000Z""},""amount"":""10000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,27,613608/25/37010-ИП,2025-11-23T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""613608/25/37010-ИП"",""date"":{""$date"":""2025-11-23T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,28,7770/26/37008-ИП,2026-01-26T21:00:00.000Z,,False,,11096,,,,"{""active"":false,""number"":""7770/26/37008-ИП"",""date"":{""$date"":""2026-01-26T21:00:00.000Z""},""amount"":""11096""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,29,10685/26/37008-ИП,2026-01-28T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""10685/26/37008-ИП"",""date"":{""$date"":""2026-01-28T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,30,42352/26/37030-ИП,2026-02-16T21:00:00.000Z,,False,,50000,,,,"{""active"":false,""number"":""42352/26/37030-ИП"",""date"":{""$date"":""2026-02-16T21:00:00.000Z""},""amount"":""50000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,31,42354/26/37030-ИП,2026-02-16T21:00:00.000Z,,False,,50000,,,,"{""active"":false,""number"":""42354/26/37030-ИП"",""date"":{""$date"":""2026-02-16T21:00:00.000Z""},""amount"":""50000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,32,34113/26/37008-ИП,2026-02-25T21:00:00.000Z,,False,,556340,,,,"{""active"":false,""number"":""34113/26/37008-ИП"",""date"":{""$date"":""2026-02-25T21:00:00.000Z""},""amount"":""556340""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,33,34111/26/37008-ИП,2026-02-25T21:00:00.000Z,,False,,554195.51,,,,"{""active"":false,""number"":""34111/26/37008-ИП"",""date"":{""$date"":""2026-02-25T21:00:00.000Z""},""amount"":""554195.51""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,34,54844/26/37008-ИП,2026-03-26T21:00:00.000Z,,False,,20000,,,,"{""active"":false,""number"":""54844/26/37008-ИП"",""date"":{""$date"":""2026-03-26T21:00:00.000Z""},""amount"":""20000""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,35,95529/26/37003-ИП,2026-05-27T21:00:00.000Z,,False,,1346485.38,,,,"{""active"":false,""number"":""95529/26/37003-ИП"",""date"":{""$date"":""2026-05-27T21:00:00.000Z""},""amount"":""1346485.38""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,execution,36,118399/26/37003-ИП,2026-06-30T21:00:00.000Z,,True,,,,,,"{""active"":true,""number"":""118399/26/37003-ИП"",""date"":{""$date"":""2026-06-30T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,0,37221373164003678721,2022-09-27,2022-10-10,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37221373164003678721"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2022-09-27"",""endDate"":""2022-10-10"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,1,37231373164007891688,2023-09-27,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37231373164007891688"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2023-09-27"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,2,77230011000008792008,2023-12-08,,,InspectionsViolationNotDetected,,,Центральное управление Ростехнадзора,Объявление предостережения,"{""erpId"":""77230011000008792008"",""form"":""Объявление предостережения"",""authorityName"":""Центральное управление Ростехнадзора"",""startDate"":""2023-12-08"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,3,37231373164008977578,2023-12-19,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37231373164008977578"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2023-12-19"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,4,37241373164009260329,2024-01-26,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37241373164009260329"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2024-01-26"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,5,39241373161611768460,2024-08-14,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В КАЛИНИНГРАДСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""39241373161611768460"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В КАЛИНИНГРАДСКОЙ ОБЛАСТИ"",""startDate"":""2024-08-14"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,6,37241373164015468907,2024-09-19,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37241373164015468907"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2024-09-19"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,7,37241373164015726260,2024-10-07,,,InspectionsViolationNotDetected,,,ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37241373164015726260"",""form"":""Объявление предостережения"",""authorityName"":""ГОСУДАРСТВЕННАЯ ИНСПЕКЦИЯ ТРУДА В ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2024-10-07"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,8,77240021000216695222,2024-12-16,,,InspectionsViolationNotDetected,,,Межрегиональное управление Федеральной службы по надзору в сфере природопользования по г. Москве и Калужской области,Объявление предостережения,"{""erpId"":""77240021000216695222"",""form"":""Объявление предостережения"",""authorityName"":""Межрегиональное управление Федеральной службы по надзору в сфере природопользования по г. Москве и Калужской области"",""startDate"":""2024-12-16"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,9,59240021000216735166,2024-12-18,,,InspectionsViolationNotDetected,,,Западно-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования,Объявление предостережения,"{""erpId"":""59240021000216735166"",""form"":""Объявление предостережения"",""authorityName"":""Западно-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования"",""startDate"":""2024-12-18"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,10,37240913700016854358,2024-12-26,,,InspectionsViolationNotDetected,,,ДЕПАРТАМЕНТ ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ИВАНОВСКОЙ ОБЛАСТИ,Объявление предостережения,"{""erpId"":""37240913700016854358"",""form"":""Объявление предостережения"",""authorityName"":""ДЕПАРТАМЕНТ ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ИВАНОВСКОЙ ОБЛАСТИ"",""startDate"":""2024-12-26"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,11,76250021000217410658,2025-03-05,,,InspectionsViolationNotDetected,,,Верхне-Волжское межрегиональное управление Федеральной службы по надзору в сфере природопользования,Объявление предостережения,"{""erpId"":""76250021000217410658"",""form"":""Объявление предостережения"",""authorityName"":""Верхне-Волжское межрегиональное управление Федеральной службы по надзору в сфере природопользования"",""startDate"":""2025-03-05"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,12,77250111000017623211,2025-03-27,,,InspectionsUnknownResult,,,Центральное управление Ростехнадзора,Объявление предостережения,"{""erpId"":""77250111000017623211"",""form"":""Объявление предостережения"",""authorityName"":""Центральное управление Ростехнадзора"",""startDate"":""2025-03-27"",""inspectionStatus"":""InspectionsUnknownResult""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,13,77250021000217743796,2025-04-10,,,InspectionsViolationNotDetected,,,Межрегиональное управление Федеральной службы по надзору в сфере природопользования по г. Москве и Калужской области,Объявление предостережения,"{""erpId"":""77250021000217743796"",""form"":""Объявление предостережения"",""authorityName"":""Межрегиональное управление Федеральной службы по надзору в сфере природопользования по г. Москве и Калужской области"",""startDate"":""2025-04-10"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,14,77250111000019924798,2025-11-11,,,InspectionsUnknownResult,,,Центральное управление Ростехнадзора,Объявление предостережения,"{""erpId"":""77250111000019924798"",""form"":""Объявление предостережения"",""authorityName"":""Центральное управление Ростехнадзора"",""startDate"":""2025-11-11"",""inspectionStatus"":""InspectionsUnknownResult""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,inspection,15,77261707700022303390,2026-07-08,,,InspectionsViolationNotDetected,,,ОБЪЕДИНЕНИЕ АДМИНИСТРАТИВНО-ТЕХНИЧЕСКИХ ИНСПЕКЦИЙ ГОРОДА МОСКВЫ,Объявление предостережения,"{""erpId"":""77261707700022303390"",""form"":""Объявление предостережения"",""authorityName"":""ОБЪЕДИНЕНИЕ АДМИНИСТРАТИВНО-ТЕХНИЧЕСКИХ ИНСПЕКЦИЙ ГОРОДА МОСКВЫ"",""startDate"":""2026-07-08"",""inspectionStatus"":""InspectionsViolationNotDetected""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,execution,0,101868/20/50023-ИП,2020-07-30T21:00:00.000Z,,False,,10000,,,,"{""active"":false,""number"":""101868/20/50023-ИП"",""date"":{""$date"":""2020-07-30T21:00:00.000Z""},""amount"":""10000""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,execution,1,103411/16/50023-ИП,2016-05-11T21:00:00.000Z,,False,,,,,,"{""active"":false,""number"":""103411/16/50023-ИП"",""date"":{""$date"":""2016-05-11T21:00:00.000Z""}}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,execution,2,103728/21/50023-ИП,2021-07-13T21:00:00.000Z,,False,,400,,,,"{""active"":false,""number"":""103728/21/50023-ИП"",""date"":{""$date"":""2021-07-13T21:00:00.000Z""},""amount"":""400""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,execution,3,104217/17/50023-ИП,2017-07-16T21:00:00.000Z,,False,,1128850,,,,"{""active"":false,""number"":""104217/17/50023-ИП"",""date"":{""$date"":""2017-07-16T21:00:00.000Z""},""amount"":""1128850""}"
