report_id,company_inn,year,proceeds,profit,total_assets,current_assets_total,stocks,receivables,bankroll,uncurrent_assets_total,fixed_assets,total_liabilities,capitals,long_term_duties_total,long_term_duties_others,short_term_liabilities_total,borrowed_funds,accounts_payable,sustainability,solvency,profitability
ad30b249-74a6-5215-b0e0-c117bc65042e,9727071240,2025,14198000,,503000,,242000,258000,3000,,,503000,237000,,,,1000,265000,,,
ad30b249-74a6-5215-b0e0-c117bc65042e,9727071240,2024,4598000,,2560000,,0,963000,1597000,,,2560000,260000,,,,7000,2293000,,,
ad30b249-74a6-5215-b0e0-c117bc65042e,9727071240,2023,0,,0,,0,0,0,,,0,0,,,,0,0,,,
9a8fa64d-c16e-5d29-8118-3faf18595470,9703030189,2025,,,0,0,,,0,,,10000,10000,,,,,,,,
9a8fa64d-c16e-5d29-8118-3faf18595470,9703030189,2024,,,10000,10000,,,10000,,,10000,10000,,,,,,,,
9a8fa64d-c16e-5d29-8118-3faf18595470,9703030189,2023,,,10000,10000,,,10000,,,10000,10000,,,,,,,,
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,2025,3730752000,276311000,3937605000,2799682000,1741074000,1003591000,6436000,1137923000,1071959000,3937605000,593058000,1120382000,113608000,2224165000,96066000,2128099000,0.44,1.18,7.4
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,2024,4429262000,196711000,3779847000,2637359000,1542826000,1026564000,24710000,1142488000,1032440000,3779847000,550160000,777501000,44714000,2452186000,133495000,2318691000,,,
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,2023,4760025000,162615000,3675597000,2588256000,1225194000,1337775000,25061000,1087341000,997747000,3675597000,449106000,598235000,114258000,2628257000,322890000,2305367000,,,
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,2025,1821061000,-20816000,671143000,665879000,19762000,478621000,167496000,5264000,2576000,671143000,94083000,89000,0,576971000,,422703000,0.15,1.17,-1.1
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,2024,1479150000,54389000,559783000,554583000,18124000,409927000,122728000,5200000,2987000,559783000,83490000,1613000,1525000,474680000,,348010000,,,
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,2023,1401222000,-1317000,559738000,554763000,20649000,447995000,82761000,4975000,3160000,559738000,80653000,6975000,1687000,472110000,,360720000,,,
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,2025,,,914175000,914085000,0,65590000,848495000,90000,90000,914175000,843022000,,,71153000,,71135000,,,
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,2024,,,700982000,700816000,39000,11292000,689485000,166000,166000,700982000,648947000,,,52035000,,52000000,,,
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,2023,,,596293000,596042000,0,9390000,583402000,251000,251000,596293000,552079000,,,44214000,,44193000,,,
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,2025,748359000,,253122000,,46783000,180349000,1220000,,24753000,253122000,3782000,,,,5000,249335000,,,
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,2024,24726000,-26249000,24271000,23347000,14711000,8393000,243000,924000,924000,24271000,-26411000,3050000,,47524000,5000,47627000,-0.95,0.48,-106.2
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,2023,0,0,1493000,1493000,662000,814000,17000,0,0,1493000,581000,0,,912000,5000,907000,,,
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,2025,,,507000,507000,,490000,17000,,,507000,84000,423000,,,,,,,
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,2024,,,0,0,,0,0,,,0,0,0,,,,,,,
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,2023,,,0,0,,0,0,,,0,0,0,,,,,,,
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,2025,2075000,,2784000,,,2702000,82000,,,2784000,2321000,,,,115000,348000,,,
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,2024,2930000,,4469000,,,4333000,136000,,,4469000,2095000,,,,0,2374000,,,
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,2023,4920000,,4687000,,,4551000,136000,,,4687000,2490000,,,,0,2197000,,,
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,2025,107531000,,15032000,,4801000,8560000,1671000,,,15032000,2088000,,,,,12944000,,,
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,2024,39862000,,8741000,,0,8500000,240000,,,8741000,802000,,,,,7939000,,,
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,2023,1430000,,1819000,,574000,49000,1196000,,,1819000,163000,,,,,156000,,,
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,2025,118924000,444000,120650000,120650000,,118165000,2048000,,,120650000,333000,,,120317000,,120317000,,,
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,2024,0,0,0,0,10000,0,0,,,0,0,,,0,,0,,,
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,2023,12000,,0,0,0,0,0,,,0,0,,,0,,0,,,
14c8e16e-0136-5067-85d1-24e61a8c4ae6,7751352552,2025,13472000,,4260000,,2352000,557000,316000,,1035000,4260000,1180000,,,,,3080000,,,
14c8e16e-0136-5067-85d1-24e61a8c4ae6,7751352552,2024,0,,0,,0,0,0,,0,0,0,,,,,0,,,
14c8e16e-0136-5067-85d1-24e61a8c4ae6,7751352552,2023,,,0,,0,0,0,,0,0,0,,,,,0,,,
8395e157-1c72-5f0e-a40b-f52c3e25f81f,7802932240,2025,148936000,71554000,1781000,1444000,1064000,,380000,337000,337000,1781000,1151000,,,630000,,,,,
8395e157-1c72-5f0e-a40b-f52c3e25f81f,7802932240,2024,0,0,0,0,0,0,0,0,0,0,0,,,0,,172000,,,
8395e157-1c72-5f0e-a40b-f52c3e25f81f,7802932240,2023,594000,,0,0,0,25000,0,0,0,0,0,,,0,,702000,,,
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,2025,36689000,,44408000,,7571000,34304000,2008000,,524000,44408000,10408000,,,,,34000000,,,
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,2024,189687000,,103762000,,22337000,81425000,0,,0,103762000,8598000,,,,,95164000,,,
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,2023,86831000,595000,20917000,20917000,3410000,17505000,2000,,0,20917000,7579000,,,13338000,,13338000,,,
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,2025,386208000,,122276000,,0,86338000,1428000,,24806000,122276000,12701000,,,,0,109575000,,,
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,2024,364495000,,102567000,,21000,94772000,42000,,7732000,102567000,9643000,,,,0,92924000,,,
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,2023,184311000,,34354000,,301000,26063000,1000,,7989000,34354000,8679000,,,,25675000,0,,,
a9c39e61-4d78-5901-92a4-6677b508cbaa,2312263270,2025,37944000,,33411000,,29000,20911000,6892000,,4768000,33411000,9017000,,984000,,40000,23370000,,,
a9c39e61-4d78-5901-92a4-6677b508cbaa,2312263270,2024,54648000,,39937000,,1857000,23175000,84000,,13434000,39937000,8419000,,1711000,,0,29807000,,,
a9c39e61-4d78-5901-92a4-6677b508cbaa,2312263270,2023,51972000,,39251000,,16898000,7572000,3293000,,10010000,39251000,8910000,,2159000,,0,28182000,,,
334c2f85-10b5-5f87-b5e0-58c5c196a5bc,6732241319,2025,64548000,1103000,84738000,84283000,31717000,52162000,117000,455000,455000,84738000,921000,60000,,83757000,,83757000,0.02,1.02,1.7
334c2f85-10b5-5f87-b5e0-58c5c196a5bc,6732241319,2024,313282000,10396000,80692000,80692000,17732000,61357000,554000,0,0,80692000,8354000,60000,,72278000,,72278000,,,
334c2f85-10b5-5f87-b5e0-58c5c196a5bc,6732241319,2023,29936000,735000,17303000,17303000,4743000,9875000,1228000,0,0,17304000,924000,60000,,16320000,,16320000,,,
7fd0078b-f569-519c-8208-68556bfa3ce2,7714729497,2025,101875000,,33472000,,97000,18630000,596000,,12684000,33472000,13060000,,,,,18807000,,,
7fd0078b-f569-519c-8208-68556bfa3ce2,7714729497,2024,69508000,10128000,21819000,9003000,18000,8370000,550000,12881000,12880000,21819000,7824000,300000,,13735000,,13695000,0.38,1.56,14.6
7fd0078b-f569-519c-8208-68556bfa3ce2,7714729497,2023,24378000,871000,6265000,6258000,0,6249000,16000,0,0,6265000,701000,0,,5557000,,5564000,,,
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,2025,15276000,,10568000,,4274000,6103000,192000,,,10568000,275000,,,,,10293000,,,
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,2024,13440000,,11796000,,9108000,1664000,1024000,,,11796000,154000,,,,,11642000,,,
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,2023,605000,,1371000,,417000,925000,29000,,,1371000,23000,,,,,1348000,,,
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,2025,292940000,,66741000,,14189000,50320000,207000,,2025000,66741000,41515000,,0,,,14205000,,,
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,2024,184822000,,59353000,,8908000,49514000,410000,,521000,59353000,30757000,,0,,,14801000,,,
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,2023,144196000,,49785000,,388000,45746000,40000,,3611000,49785000,23144000,,322000,,,15824000,,,
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,2025,208295000,,82801000,,14916000,12525000,19122000,,35233000,82801000,20830000,,,,67000,38671000,,,
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,2024,225822000,,160925000,,18297000,46804000,80824000,,15000000,160925000,130887000,,,,5796000,12718000,,,
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,2023,126499000,38853000,70285000,76310000,720000,33110000,36455000,25000000,0,70285000,64922000,16811000,,54121000,157000,3332000,0.81,1.43,9.0
1c04a7f1-ff69-5978-847d-a46417374dee,7810984404,2025,152081000,,176575000,,78859000,92300000,5416000,,,176575000,3391000,,,,0,173184000,,,
1c04a7f1-ff69-5978-847d-a46417374dee,7810984404,2024,70249000,,150571000,,64097000,78620000,7854000,,,150571000,662000,,,,10000,149899000,,,
1c04a7f1-ff69-5978-847d-a46417374dee,7810984404,2023,29286000,,31703000,,12653000,16236000,2814000,,,31703000,362000,,,,0,31341000,,,
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,2025,4749348000,615769000,4054160000,3851680000,2447414000,1353374000,48243000,202480000,167059000,4054160000,213087000,125751000,,3715322000,22629000,3571585000,0.09,1.06,13.0
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,2024,2620117000,273251000,2375618000,2192508000,1294953000,878703000,193000,183110000,150116000,2375618000,111322000,29163000,121854000,2235133000,102511000,2010766000,,,
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,2023,1719529000,165780000,1293901000,1235610000,639667000,590436000,4670000,58291000,49323000,1293901000,56724000,39360000,35946000,1197817000,155577000,1002964000,,,
cb60b150-aae0-5bc9-aeb1-8995097ee9bc,5001146298,2025,105360000,,30522000,,1734000,18245000,221000,,1782000,30522000,2506000,,,,,28015000,,,
cb60b150-aae0-5bc9-aeb1-8995097ee9bc,5001146298,2024,24118000,1254000,48554000,48554000,11292000,13901000,95000,,0,48554000,1254000,2000,,47298000,,47298000,0.03,1.03,5.2
cb60b150-aae0-5bc9-aeb1-8995097ee9bc,5001146298,2023,25634000,811000,20970000,20970000,723000,17852000,1428000,,0,20970000,426000,2000,,20542000,,20542000,,,
fdf77a3c-89ce-5cb6-805e-0ac40aa7dea3,1650051822,2025,,,326000,,,,326000,,,326000,,,,,,40000,,,
fdf77a3c-89ce-5cb6-805e-0ac40aa7dea3,1650051822,2024,,,163000,,,,163000,,,163000,,,,,,44000,,,
fdf77a3c-89ce-5cb6-805e-0ac40aa7dea3,1650051822,2023,,,45000,,,0,45000,,,45000,,,,,,31000,,,
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,2025,74586000,,50699000,,15572000,34772000,355000,,0,50699000,-300000,,,,2575000,47059000,,,
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,2024,65289000,,23663000,,344000,22222000,1097000,,0,23663000,-1224000,,,,2243000,21738000,,,
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,2023,6461000,,3482000,,0,3207000,12000,,263000,3482000,35000,,,,70000,3377000,,,
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,2025,4309870000,96981000,1595701000,1555973000,1063399000,479157000,13252000,39728000,13390000,1595701000,128634000,24501000,,1442566000,182200000,1258462000,0.10,1.09,2.3
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,2024,4738614000,45644000,1218853000,1170888000,147629000,1008369000,8154000,47965000,13241000,1218853000,166805000,542000,,1051506000,350000000,700686000,,,
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,2023,5538820000,97270000,696657000,686272000,319378000,329335000,37176000,10384000,9978000,696657000,156085000,458000,0,540114000,241273000,298358000,,,
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,2025,91602000,,19479000,,1150000,3111000,12249000,,2969000,19479000,16301000,,,,,3178000,,,
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,2024,77863000,,13339000,,4905000,1830000,6239000,,365000,13339000,13238000,,,,,100000,,,
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,2023,75844000,,10324000,,4000,2772000,6405000,,1143000,10324000,7138000,,,,,3186000,,,
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,2025,17198000,,62460000,,35111000,24015000,734000,,,62460000,3541000,,,,305000,54036000,,,
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,2024,56159000,,67501000,,34107000,28651000,4743000,,0,67501000,3126000,,,,0,53407000,,,
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,2023,49804000,,65528000,,37172000,26975000,1381000,,0,65528000,-685000,,,,64000,49621000,,,
38d16768-5aec-5111-8a14-3e25f4d77e90,9701166515,2025,11674000,679000,5697000,5697000,,5591000,106000,,,5697000,4748000,,,949000,,949000,,,
38d16768-5aec-5111-8a14-3e25f4d77e90,9701166515,2024,14034000,1921000,4835000,4835000,,4830000,4000,,,4835000,4237000,,,598000,,598000,,,
38d16768-5aec-5111-8a14-3e25f4d77e90,9701166515,2023,35415000,3957000,4988000,4988000,,4985000,3000,,,4988000,2764000,,,2224000,,2224000,,,
540a5aa3-dd7e-5c02-bfd5-d0b0e0579614,9714079997,2025,96013000,1000,469000,469000,149000,,320000,,,469000,201000,,,268000,,68000,,,
540a5aa3-dd7e-5c02-bfd5-d0b0e0579614,9714079997,2024,0,0,0,0,0,,0,,,0,0,,,0,,0,,,
540a5aa3-dd7e-5c02-bfd5-d0b0e0579614,9714079997,2023,,,0,0,0,,0,,,0,0,,,0,,0,,,
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,2025,139893000,80031000,1105785000,1582000,,1166000,394000,1104203000,7231000,1105785000,-1814055000,2784452000,,135388000,51097000,82192000,0.88,0.38,57.2
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,2024,120624000,62541000,1116775000,2684000,,1646000,1022000,1114091000,7292000,1116775000,-1820969000,2808805000,277539000,128939000,61930000,64937000,,,
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,2023,83844000,27783000,1047374000,2066000,,1534000,510000,1045308000,7378000,1047374000,-1816884000,2795614000,277539000,68644000,51103000,15829000,,,
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,2025,8214000,,2531000,,1283000,1148000,100000,,,2531000,509000,,,,531000,1491000,,,
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,2024,10180000,,2546000,,1247000,1145000,154000,,,2546000,436000,,,,539000,1571000,,,
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,2023,7933000,,2373000,,1266000,1107000,0,,,2373000,371000,,,,742000,1260000,,,
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,2025,376814000,,405145000,,276341000,65555000,90000,,63159000,405145000,6836000,,,,,398309000,,,
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,2024,142733000,5323000,140049000,139053000,105462000,33121000,470000,996000,996000,140049000,4584000,,,135465000,,135465000,,,
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,2023,86141000,1252000,71247000,69811000,58448000,11083000,280000,1436000,1436000,71247000,994000,,,70253000,,70253000,,,
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,2024,1055829000,14079000,1899973000,1815043000,889698000,855842000,22690000,84930000,84930000,1899973000,24721000,262169000,0,1613083000,0,1613083000,0.16,1.02,1.3
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,2023,765060000,-32215000,1400463000,1293279000,379095000,903944000,10026000,107184000,107184000,1400463000,11885000,177540000,0,1211038000,24886000,1186152000,,,
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,2025,70073000,,16732000,,8778000,7493000,461000,,,16732000,155000,,,,,16577000,,,
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,2024,0,,0,1036000,0,0,0,,,0,0,,,103000,5000,0,,,
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,2023,,,0,1036000,0,0,0,,,0,0,,,103000,5000,0,,,
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,2025,158398000,,392640000,,96485000,192965000,176000,,88533000,392640000,2316000,,7815000,,35240000,171078000,,,
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,2024,143360000,,385063000,,112210000,169527000,3452000,,98130000,385063000,1595000,,18614000,,34497000,149803000,,,
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,2023,142660000,,380638000,,116651000,133478000,0,,130509000,380638000,1004000,,32795000,,33540000,170138000,,,
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,2024,65734000,,150055000,,42036000,98748000,9271000,,,150055000,1700000,,,,,89315000,,,
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,2023,60099000,,85715000,,20946000,61113000,3656000,,,85715000,1576000,,,,,81850000,,,
01525e9a-d2a4-5286-984a-01bd128abf0f,2100006761,2025,293000,,14000,,,9000,4000,,,14000,-14000,,,,,28000,,,
01525e9a-d2a4-5286-984a-01bd128abf0f,2100006761,2024,50000,,10000,,,0,10000,,,10000,10000,,,,,0,,,
01525e9a-d2a4-5286-984a-01bd128abf0f,2100006761,2023,37000,,11000,,,0,11000,,,11000,10000,,,,,1000,,,
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,2025,170084000,13519000,199838000,62151000,10769000,46597000,280000,137688000,137688000,199838000,3131000,151407000,75769000,45300000,4957000,32167000,0.78,1.02,7.9
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,2023,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a095e522-1094-522a-9d09-8ebf78b82704,5837083280,2025,29011000,1228000,26720000,2594000,1740000,689000,165000,24125000,24125000,26720000,388000,9260000,,17072000,,1730000,0.37,1.02,4.2
a095e522-1094-522a-9d09-8ebf78b82704,5837083280,2024,24611000,167000,6328000,3306000,536000,2747000,23000,3022000,3022000,6328000,309000,5840000,,179000,,179000,,,
a095e522-1094-522a-9d09-8ebf78b82704,5837083280,2023,14161000,271000,7882000,5590000,2292000,2544000,754000,2292000,2292000,7882000,192000,5340000,,2350000,,2350000,,,
4d3f0e7c-1697-5083-9867-0df19886e373,9714038662,2025,,-28568000,5377956000,979148000,35264000,833525000,94530000,4398808000,155775000,5377956000,-29564000,5048913000,,358607000,265228000,91673000,,,
4d3f0e7c-1697-5083-9867-0df19886e373,9714038662,2024,,-6894000,2649000,858000,23000,7000,191000,1791000,0,2649000,-5274000,0,,7923000,4749000,2909000,,,
4d3f0e7c-1697-5083-9867-0df19886e373,9714038662,2023,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,2023,116257852000,,279815832000,,112801000,279604332000,11988000,,86710000,279815832000,365129000,,15523000,,236948000,278938411000,,,
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,2025,41586000,,19206000,,95000,18808000,303000,,,19206000,14075000,,,,,5131000,,,
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,2024,14981000,,19160000,,0,19104000,56000,,,19160000,5900000,,,,,13261000,,,
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,2023,30003000,,20549000,,0,13781000,6769000,,,20549000,13893000,,,,,6656000,,,
7ba47375-848a-568b-8126-1fe7168c7d62,9701318454,2025,50600000,12000,100000,100000,,100000,,,,100000,100000,,,,,,,,
7ba47375-848a-568b-8126-1fe7168c7d62,9701318454,2024,0,0,0,0,,0,,,,0,0,,,,,,,,
7ba47375-848a-568b-8126-1fe7168c7d62,9701318454,2023,,,0,0,,0,,,,0,0,,,,,,,,
d7239c5b-0429-5e79-b336-930fb4b49bfc,7104080194,2025,2594595000,7612000,201895000,171274000,29747000,118888000,183000,30621000,30621000,201895000,82451000,0,0,119444000,73850000,45594000,0.41,1.70,0.3
d7239c5b-0429-5e79-b336-930fb4b49bfc,7104080194,2024,3174883000,43366000,238286000,224422000,19110000,173243000,11000,13864000,13854000,238286000,81151000,1389000,1389000,155746000,87499000,68247000,,,
d7239c5b-0429-5e79-b336-930fb4b49bfc,7104080194,2023,2990768000,34554000,165777000,143467000,7943000,106926000,84000,22310000,22310000,165777000,64650000,4297000,4297000,96830000,54972000,41858000,,,
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,2025,1047502000,3396000,124893000,90106000,14590000,,75516000,34787000,34787000,124893000,8126000,60205000,,56562000,,56562000,0.55,1.07,0.3
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,2024,1183951000,3565000,45250000,34800000,10250000,,24550000,10450000,10450000,45250000,5578000,0,,39672000,,39672000,,,
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,2023,969345000,2716000,39647000,30702000,14457000,,16245000,8945000,8945000,39647000,2726000,0,,36921000,0,36921000,,,
8313dc1e-d5b1-587e-8aa2-7533bd3d6d2e,7708332207,2025,26879000,,7904000,,5000,2487000,536000,,4877000,7904000,188000,,,,,7716000,,,
8313dc1e-d5b1-587e-8aa2-7533bd3d6d2e,7708332207,2024,32723000,,7034000,,5000,2506000,4000,,4518000,7034000,158000,,,,,6876000,,,
8313dc1e-d5b1-587e-8aa2-7533bd3d6d2e,7708332207,2023,28532000,,7009000,,4000,1988000,244000,,4773000,7009000,132000,,,,,6877000,,,
82921a40-64e2-5690-897b-a95274713868,2368001703,2025,144000,-3459000,332000,42000,,41000,1000,290000,290000,332000,298000,,,34000,7000,27000,,,
82921a40-64e2-5690-897b-a95274713868,2368001703,2024,144000,-54000,444000,31000,,18000,13000,413000,413000,444000,432000,,,12000,9000,3000,,,
82921a40-64e2-5690-897b-a95274713868,2368001703,2023,148000,11000,512000,58000,,36000,22000,454000,454000,512000,498000,,,14000,13000,1000,,,
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,2025,1875657000,14058000,63857000,47601000,29000,45380000,1187000,16256000,7573000,63857000,10668000,231000,,52958000,7875000,45080000,0.18,1.21,0.7
