report_id,company_inn,source,year,role,case_status,case_count,amount
3ba911ed-15b4-5e00-9a32-07dee2546fa7,5261137785,status,,all,all,4,6304467
3ba911ed-15b4-5e00-9a32-07dee2546fa7,5261137785,status,,plaintiff,finished,3,6293667
3ba911ed-15b4-5e00-9a32-07dee2546fa7,5261137785,status,,defendant,finished,1,10800
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2026,plaintiff,all,3,1347414
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2026,defendant,all,4,1023466
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2025,plaintiff,all,0,0
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2025,defendant,all,10,23914623
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2024,plaintiff,all,3,2895000
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2024,defendant,all,2,3276208
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2023,plaintiff,all,7,1063980
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,yearly,2023,defendant,all,1,65950
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,status,,all,all,84,49847690
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,status,,plaintiff,finished,56,17319617
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,status,,plaintiff,pending,3,1347415
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,status,,defendant,finished,22,14646495
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,status,,defendant,pending,2,1571515
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2026,plaintiff,all,149,210181541
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2026,defendant,all,41,24036899
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2025,plaintiff,all,314,351163422
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2025,defendant,all,49,214204227
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2024,plaintiff,all,249,430114520
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2024,defendant,all,65,126038045
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2023,plaintiff,all,53,48250380
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,yearly,2023,defendant,all,56,280031956
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,all,all,1525,4534783044
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,plaintiff,finished,971,1478432192
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,plaintiff,appealed,5,3692902
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,plaintiff,pending,73,171144392
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,defendant,finished,419,2618907305
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,defendant,appealed,3,2924753
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,status,,defendant,pending,17,69623415
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2026,plaintiff,all,9,625480
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2026,defendant,all,4,1102683
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2025,plaintiff,all,2,647676
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2025,defendant,all,25,15819016
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2024,plaintiff,all,13,15455577
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2024,defendant,all,10,1639282
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2023,plaintiff,all,7,5370049
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,yearly,2023,defendant,all,2,762069
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,all,all,147,64817429
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,plaintiff,finished,84,37080813
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,plaintiff,pending,2,70785
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,defendant,finished,51,21234310
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,defendant,appealed,3,3402271
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,status,,defendant,pending,3,2730154
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2026,plaintiff,all,15,1998850
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2026,defendant,all,6,1241574162
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2025,plaintiff,all,61,6623983
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2025,defendant,all,2,18169658
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2024,plaintiff,all,42,4219200
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2024,defendant,all,0,0
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2023,plaintiff,all,76,6443496
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,yearly,2023,defendant,all,2,0
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,status,,all,all,449,1295568973
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,status,,plaintiff,finished,429,34372750
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,status,,plaintiff,pending,10,1452400
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,status,,defendant,finished,3,16337520
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,status,,defendant,pending,6,1241574165
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,yearly,2026,plaintiff,all,0,0
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,yearly,2026,defendant,all,2,18894669
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,yearly,2025,plaintiff,all,0,0
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,yearly,2025,defendant,all,2,1948698
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,status,,all,all,4,20843367
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,status,,defendant,finished,2,1948698
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,status,,defendant,pending,2,18894669
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,yearly,2025,plaintiff,all,2,426050
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,yearly,2025,defendant,all,0,0
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,status,,all,all,15,12561330
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,status,,plaintiff,finished,14,12561330
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,status,,defendant,finished,1,
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,yearly,2024,plaintiff,all,0,0
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,yearly,2024,defendant,all,1,1000
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,status,,all,all,2,631255
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,status,,plaintiff,finished,1,630255
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,status,,defendant,finished,1,1000
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,yearly,2026,plaintiff,all,1,1747947
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,yearly,2026,defendant,all,0,0
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,yearly,2024,plaintiff,all,0,0
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,yearly,2024,defendant,all,3,602960
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,status,,all,all,7,3702162
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,status,,plaintiff,finished,2,861754
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,status,,plaintiff,pending,1,1747947
5a235d1c-b6d9-510a-a0ee-bafef7217311,7447131126,status,,defendant,finished,4,1092461
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2026,plaintiff,all,1,846000
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2026,defendant,all,1,746167
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2025,plaintiff,all,1,22290215
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2025,defendant,all,2,380412
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2023,plaintiff,all,0,0
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,yearly,2023,defendant,all,3,68800
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,status,,all,all,8,24331596
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,status,,plaintiff,finished,1,22290216
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,status,,plaintiff,pending,1,846000
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,status,,defendant,finished,5,449212
6f929af5-d493-5bd0-a398-0f547de9937c,7708336868,status,,defendant,pending,1,746168
a9c39e61-4d78-5901-92a4-6677b508cbaa,2312263270,yearly,2024,plaintiff,all,1,0
a9c39e61-4d78-5901-92a4-6677b508cbaa,2312263270,yearly,2024,defendant,all,0,0
334c2f85-10b5-5f87-b5e0-58c5c196a5bc,6732241319,yearly,2024,plaintiff,all,0,0
334c2f85-10b5-5f87-b5e0-58c5c196a5bc,6732241319,yearly,2024,defendant,all,0,0
7fd0078b-f569-519c-8208-68556bfa3ce2,7714729497,status,,all,all,1,100
7fd0078b-f569-519c-8208-68556bfa3ce2,7714729497,status,,defendant,finished,1,100
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,yearly,2026,plaintiff,all,0,0
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,yearly,2026,defendant,all,2,486380
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,yearly,2025,plaintiff,all,0,0
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,yearly,2025,defendant,all,1,1746958
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,status,,all,all,3,2233338
b617de18-d9c4-5b59-bf06-9b809f53f7dd,3664234989,status,,defendant,finished,3,2233338
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,yearly,2026,plaintiff,all,1,2148627
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,yearly,2026,defendant,all,0,0
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,yearly,2025,plaintiff,all,1,395965
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,yearly,2025,defendant,all,0,0
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,status,,all,all,5,4186958
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,status,,plaintiff,finished,4,2038330
8b05ea33-54b4-5bb7-a6fc-6c2a86b0daf3,1327036448,status,,plaintiff,pending,1,2148628
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,yearly,2026,plaintiff,all,0,0
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,yearly,2026,defendant,all,5,4240747
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,yearly,2025,plaintiff,all,1,1926932
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,yearly,2025,defendant,all,1,4259654
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,status,,all,all,7,10427335
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,status,,plaintiff,pending,1,1926932
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,status,,defendant,finished,2,5661064
e6fa7bf3-b4a3-5b59-b0bd-9e66a928131f,6164137887,status,,defendant,pending,4,2839339
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2026,plaintiff,all,0,0
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2026,defendant,all,22,128064543
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2025,plaintiff,all,0,0
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2025,defendant,all,26,307082878
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2024,plaintiff,all,0,0
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2024,defendant,all,12,43286144
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2023,plaintiff,all,0,0
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,yearly,2023,defendant,all,5,16464853
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,status,,all,all,89,873488088
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,status,,plaintiff,finished,12,11405837
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,status,,defendant,finished,59,743695150
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,status,,defendant,appealed,2,9819125
b5523ee8-f92f-5bdd-af7a-210742297e8b,7728380537,status,,defendant,pending,13,102237623
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,yearly,2026,plaintiff,all,0,0
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,yearly,2026,defendant,all,2,1513301
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,yearly,2024,plaintiff,all,0,0
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,yearly,2024,defendant,all,1,0
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,status,,all,all,3,1513302
197c8b68-2db5-5181-8c9b-6f0b2a5ad489,7449088645,status,,defendant,finished,2,1068858
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2025,plaintiff,all,0,0
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2025,defendant,all,3,26420769
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2024,plaintiff,all,0,0
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2024,defendant,all,2,3348399
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2023,plaintiff,all,1,547478
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,yearly,2023,defendant,all,1,6620091
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,status,,all,all,10,41732769
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,status,,plaintiff,finished,1,547479
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,status,,defendant,finished,8,30420646
b0ef79d0-8c0a-5461-96cf-2f0d92a81c26,7724398540,status,,defendant,appealed,1,10764645
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,status,,all,all,7,725895
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,status,,plaintiff,finished,3,713895
126fa025-82ca-541e-9375-a033cb40d2f2,5244026965,status,,defendant,finished,4,12000
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,yearly,2025,plaintiff,all,1,17366625
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,yearly,2025,defendant,all,0,0
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,status,,all,all,1,17366625
c159a604-3bb0-52bd-81eb-1faaa168b96c,0278917431,status,,plaintiff,pending,1,17366625
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,yearly,2025,plaintiff,all,1,0
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,yearly,2025,defendant,all,0,0
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,status,,all,all,10,2107984
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,status,,plaintiff,finished,6,2105984
cac3a7f0-24aa-5e00-baa7-3e391420b2f2,7826131151,status,,defendant,finished,4,2000
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,yearly,2025,plaintiff,all,0,0
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,yearly,2025,defendant,all,1,17100
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,yearly,2023,plaintiff,all,0,0
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,yearly,2023,defendant,all,1,500
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,status,,all,all,3,18100
cc7f6d32-2807-51de-93d3-f602c3ee1490,6321305439,status,,defendant,finished,3,18100
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2026,plaintiff,all,0,0
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2026,defendant,all,2,211233
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2025,plaintiff,all,1,855
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2025,defendant,all,0,0
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2024,plaintiff,all,1,2322178
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,yearly,2024,defendant,all,1,52139595
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,status,,all,all,7,55038182
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,status,,plaintiff,finished,4,2687352
b500a13c-df88-59e0-9311-3c5160d8958a,2364004929,status,,defendant,finished,3,52350830
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2026,plaintiff,all,15,39505742
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2026,defendant,all,5,951788
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2025,plaintiff,all,28,123246730
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2025,defendant,all,1,63277
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2024,plaintiff,all,9,7100021
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2024,defendant,all,0,0
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2023,plaintiff,all,2,2835879
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,yearly,2023,defendant,all,0,0
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,all,all,78,191986043
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,plaintiff,finished,57,128007362
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,plaintiff,appealed,2,13341410
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,plaintiff,pending,7,38374522
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,defendant,finished,7,2557077
827da3fc-22a5-5e86-98eb-b0453ccbe192,343703064945,status,,defendant,pending,4,92992
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2026,plaintiff,all,0,0
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2026,defendant,all,2,2685784
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2025,plaintiff,all,0,0
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2025,defendant,all,6,2500
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2023,plaintiff,all,0,0
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,yearly,2023,defendant,all,0,0
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,status,,all,all,11,54072100
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,status,,plaintiff,finished,3,51383816
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,status,,defendant,finished,6,2688284
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,status,,defendant,appealed,1,
6a00b3bc-42ff-510d-bab8-f77a9b71799b,2311304742,status,,defendant,pending,1,
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,yearly,2025,plaintiff,all,0,0
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,yearly,2025,defendant,all,1,6962
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,status,,all,all,1,6963
696d720d-563e-5f31-bdbe-e2b7b3810bbc,6452924721,status,,defendant,finished,1,6963
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2026,plaintiff,all,0,0
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2026,defendant,all,12,31146576
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2025,plaintiff,all,0,0
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2025,defendant,all,16,46786214
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2024,plaintiff,all,0,0
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2024,defendant,all,2,7242015
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2023,plaintiff,all,1,0
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,yearly,2023,defendant,all,5,903777116
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,status,,all,all,47,995011213
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,status,,defendant,finished,44,986503214
8d79f122-5dae-50ea-b26d-8461a7d8b74b,8622002583,status,,defendant,pending,1,4312
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,yearly,2026,plaintiff,all,1,2253681
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,yearly,2026,defendant,all,0,0
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,status,,all,all,1,2253681
351e38be-8a1f-5b25-b02a-1ac6b2d8b05f,9706026247,status,,plaintiff,pending,1,2253681
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,yearly,2026,plaintiff,all,4,73376633
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,yearly,2026,defendant,all,2,71184
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,yearly,2025,plaintiff,all,0,0
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,yearly,2025,defendant,all,3,5209529
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,status,,all,all,9,78657350
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,status,,plaintiff,pending,4,73376636
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,status,,defendant,finished,4,5214030
a5a11878-53d6-5627-85ff-8de40282ef09,9703198304,status,,defendant,pending,1,66684
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2026,plaintiff,all,0,0
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2026,defendant,all,3,45007227
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2025,plaintiff,all,3,3499528
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2025,defendant,all,0,0
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2023,plaintiff,all,1,1693367
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,yearly,2023,defendant,all,1,1066568
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,status,,all,all,21,62003282
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,status,,plaintiff,finished,13,14815045
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,status,,defendant,finished,5,2181009
5c5b5824-5e8b-5600-8099-0548af772ce0,7805327192,status,,defendant,pending,3,45007228
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2025,plaintiff,all,0,0
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2025,defendant,all,1,21685219
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2024,plaintiff,all,13,382176765
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2024,defendant,all,258,2589790444
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2023,plaintiff,all,3,5832755
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,yearly,2023,defendant,all,0,0
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,status,,all,all,278,2999541356
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,status,,plaintiff,finished,20,388065615
ac2b5f33-f704-573f-bfc0-02c2b5bed82e,5032257375,status,,defendant,finished,258,2611475741
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,yearly,2026,plaintiff,all,1,159822
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,yearly,2026,defendant,all,0,0
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,yearly,2025,plaintiff,all,0,0
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,yearly,2025,defendant,all,0,0
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,status,,all,all,2,511019
cec51940-3d5c-59fb-9e90-1b97be6f512e,2466275727,status,,plaintiff,finished,2,511019
8c2e6723-88b1-54e0-9ffd-bd7cb4d729a4,773467509356,yearly,2026,plaintiff,all,3,338310
8c2e6723-88b1-54e0-9ffd-bd7cb4d729a4,773467509356,yearly,2026,defendant,all,0,0
8c2e6723-88b1-54e0-9ffd-bd7cb4d729a4,773467509356,status,,all,all,3,338311
8c2e6723-88b1-54e0-9ffd-bd7cb4d729a4,773467509356,status,,plaintiff,pending,3,338311
d7239c5b-0429-5e79-b336-930fb4b49bfc,7104080194,status,,all,all,2,3421567
